specimen_id,age_in_days,age_in_weeks,allelic_composition,biological_sample_group,colony_id,datasource_name,date_of_birth,date_of_experiment,developmental_stage_acc,developmental_stage_name,experiment_id,experiment_source_id,external_sample_id,genetic_background,life_stage_acc,life_stage_name,litter_id,observation_type,parameter_stable_id,phenotyping_center,pipeline_name,pipeline_stable_id,procedure_group,procedure_name,procedure_stable_id,production_center,project_name,sex,specimen_id,strain_accession_id,strain_name,weight,weight_date,weight_days_old,weight_parameter_stable_id,zygosity,id,_version_,metadata_Anesthetic administration route,metadata_Anesthetic agent 1,metadata_Anesthetic agent 1 dosage,metadata_Anesthetic agent 2,metadata_Anesthetic agent 2 dosage,metadata_Equipment ID,metadata_Equipment manufacturer,metadata_Equipment model,metadata_Experimenter ID,metadata_Number averages,metadata_Recording Environment,metadata_Repetition Rate,metadata_Software,metadata_Time of injection,metadata_Tone Pip Duration,metadata_Tone Pip rise/fall,30kHz-evoked ABR Threshold,Body weight,6kHz-evoked ABR Threshold,24kHz-evoked ABR Threshold,12kHz-evoked ABR Threshold,18kHz-evoked ABR Threshold,allele_accession_id,allele_symbol,gene_accession_id,gene_symbol,metadata_Date equipment last calibrated,metadata_Extension of stimulus levels,metadata_Range of stimulus levels used - 12kHz,metadata_Range of stimulus levels used - 18kHz,metadata_Range of stimulus levels used - 24kHz,metadata_Range of stimulus levels used - 30kHz,metadata_Range of stimulus levels used - 6kHz,metadata_Range of stimulus levels used - Click,metadata_Range of test stimuli used,metadata_Stimulus level step size,Click-evoked ABR threshold,metadata_ProductionCenter,procedure_sequence_id,metadata_Date of Test,category
b5f399c5c98d390d27907ff2d5f876b7,101,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-12T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,14522b8e3517200a134ec1c06e2c10f4,IMPC_ABR_002_ABR 0023_2021-12-22,E64-G3265,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349938,unidimensional,IMPC_ABR_006_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,b5f399c5c98d390d27907ff2d5f876b7,MGI:2683688,C57BL/6NCrl,26.02,2021-12-23T00:00:00Z,102,IMPC_BWT_001_001,homozygote,a179f6a3-34a9-46cf-b5aa-8e110696aa5f,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",9:58:00,5,1,90,,30,80,25,35,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20211222,,
2f94c64956cfc9289d64c76ad6ce2570,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-11T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,d544d50b38dcf3861e7f0b4921e275cc,IMPC_ABR_002_ABR 0023_2021-12-22,E64-G3274,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349940,unidimensional,IMPC_ABR_010_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,2f94c64956cfc9289d64c76ad6ce2570,MGI:2683688,C57BL/6NCrl,24.87,2021-12-23T00:00:00Z,103,IMPC_BWT_001_001,homozygote,7393df11-cb9b-4d73-9ec7-3f87a832de10,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",9:58:00,5,1,65,,50,45,40,40,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20211222,,
f76f25d1f6aa3be6a632b93d9ffdd464,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-11-06T00:00:00Z,2022-02-16T00:00:00Z,EFO:0002948,postnatal,33377df090e87074b3a7354b2836189e,IMPC_ABR_002_ABR 0023_2022-02-16,E64-G4441,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,353889,unidimensional,IMPC_ABR_010_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,female,f76f25d1f6aa3be6a632b93d9ffdd464,MGI:2683688,C57BL/6NCrl,24.6,2022-02-17T00:00:00Z,103,IMPC_BWT_001_001,homozygote,24eff32e-1b06-4606-aedc-e047fc44b938,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",10:15:00,5,1,35,,35,50,35,35,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20220216,,
f9fdd6936304aad6560ee8e52f375759,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-11T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,11c374a81a889e445aa034f85a0eadd0,IMPC_ABR_002_ABR 0023_2021-12-22,E64-G3285,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349810,unidimensional,IMPC_ABR_012_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,f9fdd6936304aad6560ee8e52f375759,MGI:2683688,C57BL/6NCrl,26.55,2021-12-23T00:00:00Z,103,IMPC_BWT_001_001,homozygote,40704dba-356f-4272-8bb1-b50ef5bb2f08,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",9:58:00,5,1,60,,35,30,30,25,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,35,,20211222,,
9ba0875440fcc8683d5031e22d3436be,101,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-12T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,d88b591db0557566868073b9f4170853,IMPC_ABR_002_ABR 0023_2021-12-22,E64-G3280,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349941,unidimensional,IMPC_ABR_012_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,9ba0875440fcc8683d5031e22d3436be,MGI:2683688,C57BL/6NCrl,24.61,2021-12-23T00:00:00Z,102,IMPC_BWT_001_001,homozygote,388fee1c-6685-443e-99a6-95510745e06e,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",9:58:00,5,1,60,,45,80,45,40,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20211222,,
72086b06bcc158ae5ff11082e17f8f21,101,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-12T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,6136bf7a10042663cd4f67115a5a6955,IMPC_ABR_002_ABR 0025_2021-12-22,E64-G3270,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349938,unidimensional,IMPC_ABR_008_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,female,72086b06bcc158ae5ff11082e17f8f21,MGI:2683688,C57BL/6NCrl,19.97,2021-12-23T00:00:00Z,102,IMPC_BWT_001_001,homozygote,83389536-dddd-44e9-9f10-f6f08b23de0e,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JL_007,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",12:33:00,5,1,,,45,85,30,50,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20211222,,
08694411f3fb0e19f9eae88c9b30684b,101,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-09-12T00:00:00Z,2021-12-22T00:00:00Z,EFO:0002948,postnatal,eb111d1a484188b946da53aa5fee4b51,IMPC_ABR_002_ABR 0025_2021-12-22,E64-G3269,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,349938,unidimensional,IMPC_ABR_004_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,female,08694411f3fb0e19f9eae88c9b30684b,MGI:2683688,C57BL/6NCrl,23.69,2021-12-23T00:00:00Z,102,IMPC_BWT_001_001,homozygote,5d13c3a6-dd4f-442b-b7f9-d6cae5c954ae,1.81688E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JL_007,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",13:15:00,5,1,,,35,,25,60,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,30,,20211222,,
73435e4a2e113004f05cec677f980e6a,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-11-06T00:00:00Z,2022-02-16T00:00:00Z,EFO:0002948,postnatal,b57ce773e3ea477ebd99c316e4337f85,IMPC_ABR_002_ABR 0023_2022-02-16,E64-G4458,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,353890,unidimensional,IMPC_ABR_006_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,73435e4a2e113004f05cec677f980e6a,MGI:2683688,C57BL/6NCrl,27.47,2022-02-17T00:00:00Z,103,IMPC_BWT_001_001,homozygote,8fa3bf35-8871-46cc-bf0c-4528f258c25f,1.81688E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",8:37:00,5,1,85,,30,55,35,35,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,35,,20220216,,
7d458c5c66d6ecf0fbc6e65b622230b8,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-11-06T00:00:00Z,2022-02-16T00:00:00Z,EFO:0002948,postnatal,32fa9fe50bc81a98af12a62e4f631e40,IMPC_ABR_002_ABR 0023_2022-02-16,E64-G4442,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,353889,unidimensional,IMPC_ABR_002_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,female,7d458c5c66d6ecf0fbc6e65b622230b8,MGI:2683688,C57BL/6NCrl,20.4,2022-02-17T00:00:00Z,103,IMPC_BWT_001_001,homozygote,13c1e047-ebe7-40a4-869b-f88b3178cba5,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",10:15:00,5,1,45,,40,50,35,35,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,40,,20220216,,
8820cfc03aa00d3a7f294bee255fd096,102,14,Pank2<em1(IMPC)Ccpcz>/Pank2<em1(IMPC)Ccpcz>,experimental,CCP-Pank2-exdel-EM1-B6N,IMPC,2021-11-06T00:00:00Z,2022-02-16T00:00:00Z,EFO:0002948,postnatal,5f036fb64c74851f88003eff7506a095,IMPC_ABR_002_ABR 0023_2022-02-16,E64-G4437,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,353889,unidimensional,IMPC_ABR_002_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,8820cfc03aa00d3a7f294bee255fd096,MGI:2683688,C57BL/6NCrl,24.29,2022-02-17T00:00:00Z,103,IMPC_BWT_001_001,homozygote,57ff4d5d-d8ce-49c7-b34b-09d6701bbcc8,1.81687E+18,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_JM_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",8:37:00,5,1,,,30,70,20,50,MGI:7425893,Pank2<em1(IMPC)Ccpcz>,MGI:1921700,Pank2,,,,,,,,,"Click,6,12,18,24,30 kHz",5,35,,20220216,,
